id,uuid,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,user_name,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
110085829,c77e6d4b-628e-4983-82e0-da3c1a15c7cf,2013/07/20 11:02 AM CEST,2013-07-20,2013-07-20 09:02:00 UTC,Paris,2516812,tmenut,Thomas Menut,2022-04-01 13:13:52 UTC,2022-11-20 11:33:48 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/110085829,https://inaturalist-open-data.s3.amazonaws.com/photos/185650061/medium.jpg,,"",,3,0,false,,"Girona, ES-CT, ES",42.3148209354,3.3146176044,61,,,,61,,open,false,,,Sar tambour,Diplodus cervinus,Zebra,Actinopterygii,49984
110085831,2c766a59-e13d-4606-abec-d088cd5d229d,2013/09/26 8:38 AM CEST,2013-09-26,2013-09-26 06:38:00 UTC,Paris,2516812,tmenut,Thomas Menut,2022-04-01 13:13:52 UTC,2022-11-20 11:33:49 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/110085831,https://inaturalist-open-data.s3.amazonaws.com/photos/185650073/medium.jpg,,"",,4,0,false,,"San José, Almería, Espagne",36.7625985402,-2.0893161593,103,,,,103,,open,false,,,Sar tambour,Diplodus cervinus,Zebra,Actinopterygii,49984
110085832,cf9346d8-b82b-4a97-9f3f-f678682a2aea,2015/05/30 5:17 PM CEST,2015-05-30,2015-05-30 15:17:00 UTC,Paris,2516812,tmenut,Thomas Menut,2022-04-01 13:13:53 UTC,2022-11-20 11:33:49 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/110085832,https://inaturalist-open-data.s3.amazonaws.com/photos/185650077/medium.jpg,,"",,3,0,false,,"17320 Tossa de Mar, Girona, Espagne",41.7194894892,2.9402874546,48,,,,48,,open,false,,,Sar tambour,Diplodus cervinus,Zebra,Actinopterygii,49984
110085834,eed662d0-1e21-4166-98b6-9c9dc7b895a4,2013/08/04 12:26 PM CEST,2013-08-04,2013-08-04 10:26:00 UTC,Paris,2516812,tmenut,Thomas Menut,2022-04-01 13:13:53 UTC,2022-11-20 11:33:50 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/110085834,https://inaturalist-open-data.s3.amazonaws.com/photos/185650088/medium.jpg,,"",,3,0,false,,"Vilanova de Arousa, Province de Pontevedra, Espagne",42.5567529515,-8.8462197208,889,,,,889,,open,false,,,Sar tambour,Diplodus cervinus,Zebra,Actinopterygii,49984
110085835,7804bc25-827f-43b3-a9a4-fd12eecb6d81,2020/06/24 1:44 PM CEST,2020-06-24,2020-06-24 11:44:00 UTC,Paris,2516812,tmenut,Thomas Menut,2022-04-01 13:13:53 UTC,2022-04-08 14:44:19 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/110085835,https://inaturalist-open-data.s3.amazonaws.com/photos/185650097/medium.jpg,,"","",1,0,false,,"Gard, Languedoc-Roussillon, FR",43.5101414811,4.1163788156,29,,,,29,,open,false,,,Sar tambour,Diplodus cervinus,Zebra,Actinopterygii,49984
110085836,0035fd5a-e0d7-4c77-a291-6320fe432208,2006/08/09 7:04 PM CEST,2006-08-09,2006-08-09 17:04:00 UTC,Paris,2516812,tmenut,Thomas Menut,2022-04-01 13:13:53 UTC,2022-11-20 11:33:42 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/110085836,https://inaturalist-open-data.s3.amazonaws.com/photos/185650103/medium.jpg,,"",,3,0,false,,"Hérault, Languedoc-Roussillon, FR",43.5236993208,3.9293959459,15,,,,15,,open,false,,,Sar tambour,Diplodus cervinus,Zebra,Actinopterygii,49984
110085837,9c817ded-a194-4005-95b4-bca03b0fd515,2021/09/11 5:06 PM CEST,2021-09-11,2021-09-11 15:06:00 UTC,Paris,2516812,tmenut,Thomas Menut,2022-04-01 13:13:54 UTC,2022-11-20 11:33:42 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/110085837,https://inaturalist-open-data.s3.amazonaws.com/photos/185650113/medium.jpg,,"","",3,0,false,,"Pyrénées-Orientales, Languedoc-Roussillon, FR",42.4752729777,3.1573703709,297,,,,297,,open,false,,,Sar tambour,Diplodus cervinus,Zebra,Actinopterygii,49984
110085838,e10d7554-0a61-4cc9-8577-fb2cb0ee6b4f,2014/08/09 1:12 AM CEST,2014-08-09,2014-08-08 23:12:00 UTC,Paris,2516812,tmenut,Thomas Menut,2022-04-01 13:13:54 UTC,2022-04-14 07:51:30 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/110085838,https://inaturalist-open-data.s3.amazonaws.com/photos/185650118/medium.jpg,,"",,3,0,false,,"Santa Cruz, PT-MA, PT",32.6402121928,-16.8302600271,125,,,,125,,open,false,,,Sar tambour,Diplodus cervinus,Zebra,Actinopterygii,49984
110085839,483451d8-6532-4edb-952c-d7df4aea362b,2014/08/03 3:23 PM CEST,2014-08-03,2014-08-03 13:23:00 UTC,Paris,2516812,tmenut,Thomas Menut,2022-04-01 13:13:55 UTC,2022-04-14 07:51:30 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/110085839,https://inaturalist-open-data.s3.amazonaws.com/photos/185650122/medium.jpg,,"",,3,0,false,,"Funchal, PT-MA, PT",32.6408629188,-16.9564739586,145,,,,145,,open,false,,,Sar tambour,Diplodus cervinus,Zebra,Actinopterygii,49984
110085840,865d8296-59ea-4c0d-b809-e65c5e2cf9ac,2014/08/06 5:33 PM CEST,2014-08-06,2014-08-06 15:33:00 UTC,Paris,2516812,tmenut,Thomas Menut,2022-04-01 13:13:55 UTC,2022-05-27 07:53:25 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/110085840,https://inaturalist-open-data.s3.amazonaws.com/photos/185650128/medium.jpg,,"",,3,0,false,,"Santa Cruz, PT-MA, PT",32.6333210798,-16.850224502,250,,,,250,,open,false,,,Sar tambour,Diplodus cervinus,Zebra,Actinopterygii,49984
110085841,a08b5b35-2570-4884-b816-cabaeac3b2f4,2011/05/04 11:32 AM CEST,2011-05-04,2011-05-04 09:32:00 UTC,Paris,2516812,tmenut,Thomas Menut,2022-04-01 13:13:55 UTC,2024-11-15 22:35:37 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/110085841,https://inaturalist-open-data.s3.amazonaws.com/photos/185650132/medium.jpg,,"",,3,0,false,,"Las Palmas, ES-CN, ES",27.8113894537,-15.7534758343,168,,,,168,,open,false,,,Sar tambour,Diplodus cervinus,Zebra,Actinopterygii,49984
110085842,9df306de-4303-43ed-80b3-37c70f0955c7,2005/08/14 10:14 AM CEST,2005-08-14,2005-08-14 08:14:00 UTC,Paris,2516812,tmenut,Thomas Menut,2022-04-01 13:13:56 UTC,2022-04-09 16:33:43 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/110085842,https://inaturalist-open-data.s3.amazonaws.com/photos/185650137/medium.jpg,,"",,3,0,false,,"Santa Cruz de Tenerife, ES-CN, ES",28.0884984644,-17.3426103461,267,,,,267,,open,false,,,Sar tambour,Diplodus cervinus,Zebra,Actinopterygii,49984
110085843,ab291bbf-70a4-4a11-88f9-75c302c389d5,2020/08/29 6:34 PM CEST,2020-08-29,2020-08-29 16:34:00 UTC,Paris,2516812,tmenut,Thomas Menut,2022-04-01 13:13:56 UTC,2022-11-20 11:33:41 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/110085843,https://inaturalist-open-data.s3.amazonaws.com/photos/185650141/medium.jpg,,"",,3,0,false,,"Girona, ES-CT, ES",42.2837632041,3.2980511381,154,,,,154,,open,false,,,Sar tambour,Diplodus cervinus,Zebra,Actinopterygii,49984
110085844,a0380874-1cdf-4b7f-b159-63eb986301c6,2017/08/18 4:59 PM CEST,2017-08-18,2017-08-18 14:59:00 UTC,Paris,2516812,tmenut,Thomas Menut,2022-04-01 13:13:56 UTC,2024-08-06 09:57:16 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/110085844,https://inaturalist-open-data.s3.amazonaws.com/photos/185650145/medium.jpg,,"",,3,0,false,,"03710 Calp, Province d'Alicante, Espagne",38.6314871305,0.0753117966,323,,,,323,,open,false,,,Sar tambour,Diplodus cervinus,Zebra,Actinopterygii,49984
110122055,abddb199-0145-41e2-acb9-b27c9f8d7291,2016-01-01 01:19:40,2016-01-01,2016-01-01 01:19:40 UTC,UTC,4848507,mirela88,Mirela,2022-04-01 21:08:55 UTC,2024-11-15 22:35:35 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/110122055,https://inaturalist-open-data.s3.amazonaws.com/photos/185715678/medium.jpeg,,"",,4,0,false,2,Hiszpania,28.9154158822,-13.7073711678,957,,,,957,,open,false,gps,gps,zebryl,Diplodus cervinus,Zebra,Actinopterygii,49984
110122487,06f7a942-7af7-4ac6-92dc-44be92aba6aa,2016-01-01 01:29:16,2016-01-01,2016-01-01 01:29:16 UTC,UTC,4848507,mirela88,Mirela,2022-04-01 21:13:22 UTC,2022-04-14 13:03:45 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/110122487,https://inaturalist-open-data.s3.amazonaws.com/photos/185716397/medium.jpeg,,"",,4,0,false,2,Hiszpania,28.9156547737,-13.708265014,957,,,,957,,open,false,gps,gps,Zebra-Meerbrasse,Diplodus cervinus,Zebra,Actinopterygii,49984
110220586,aede4f82-987c-4659-9990-8fbdd79737ef,2022/04/02 12:48 PM CEST,2022-04-02,2022-04-02 10:48:00 UTC,Berlin,2078240,thephoxinus,"",2022-04-02 21:47:43 UTC,2022-04-09 16:35:17 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/110220586,https://inaturalist-open-data.s3.amazonaws.com/photos/185891901/medium.jpeg,,"",Hisi 4K CAM,5,0,false,,"Las Palmas, ES-CN, ES",28.9187353399,-13.6683566734,15,,,,15,,open,false,,,Diplodus cervinus,Diplodus cervinus,Zebra,Actinopterygii,49984
110220587,c927d37c-eb32-4d06-bee3-bb9bef473a28,2022/04/02 12:49 PM CEST,2022-04-02,2022-04-02 10:49:00 UTC,Berlin,2078240,thephoxinus,"",2022-04-02 21:47:43 UTC,2022-04-09 16:35:17 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/110220587,https://inaturalist-open-data.s3.amazonaws.com/photos/185893773/medium.jpeg,,"",Hisi 4K CAM,5,0,false,,"Las Palmas, ES-CN, ES",28.9186913439,-13.6683425918,15,,,,15,,open,false,,,Diplodus cervinus,Diplodus cervinus,Zebra,Actinopterygii,49984
111088400,14c6d8e0-d339-414e-980d-1229b16ce81d,2021/04/12 1:55 PM CEST,2021-04-12,2021-04-12 11:55:00 UTC,Paris,4505662,pascal_girard,Pascal GIRARD,2022-04-11 13:28:33 UTC,2024-11-15 22:35:33 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/111088400,https://inaturalist-open-data.s3.amazonaws.com/photos/187486342/medium.jpeg,,"","",4,0,false,,"El Hierro, Santa Cruz de Tenerife, Spain",27.6373266055,-17.9812071956,423,,,,423,,open,false,,,Horned Bream,Diplodus cervinus,Zebra,Actinopterygii,49984
111253091,34f8e35d-93b2-4f7d-bbc5-e90c46b6a7ca,2022/04/08 3:41 PM BST,2022-04-08,2022-04-08 14:41:00 UTC,London,3408787,isidoreajar,Jonathan M,2022-04-12 22:57:46 UTC,2024-11-15 22:35:32 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/111253091,https://inaturalist-open-data.s3.amazonaws.com/photos/187782182/medium.jpg,,"","",3,0,false,,"Playa Valle Gran Rey, La Gomera, Spain",28.0852275332,-17.3392268616,148,,,,148,,open,false,,,Horned Bream,Diplodus cervinus,Zebra,Actinopterygii,49984
111253104,a86ebeb8-3905-4b3f-ade3-9b81c9f0d078,2022/04/08 4:28PM BST,2022-04-08,2022-04-08 15:28:00 UTC,London,3408787,isidoreajar,Jonathan M,2022-04-12 22:57:50 UTC,2024-11-15 22:35:31 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/111253104,https://inaturalist-open-data.s3.amazonaws.com/photos/187785882/medium.jpg,,"","",4,0,false,,"Playa Valle Gran Rey, La Gomera, Spain",28.0852275332,-17.3392268616,148,,,,148,,open,false,,,Horned Bream,Diplodus cervinus,Zebra,Actinopterygii,49984
112181931,2d9e1403-a0a6-40e6-bf5d-1a35b395f3d7,Thu Apr 07 2022 14:53:56 GMT-0500 (CDT),2022-04-07,2022-04-07 12:53:56 UTC,Madrid,3904492,markk178,,2022-04-20 18:54:08 UTC,2024-04-16 23:03:24 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/112181931,https://inaturalist-open-data.s3.amazonaws.com/photos/189469408/medium.jpg,,"","",1,0,false,3,"Corriol Pas de ses Roques, Begur, Girona, ES",41.96083,3.229675,4,,,,4,,open,false,,,Sargo breado,Diplodus cervinus,Zebra,Actinopterygii,49984
112659598,0cb6587b-a3b1-4ea2-a41a-075bcb5e39e5,2011/05/05 12:02 PM,2011-05-05,2011-05-05 11:02:00 UTC,Atlantic/Canary,2516812,tmenut,Thomas Menut,2022-04-24 12:49:02 UTC,2024-11-15 22:35:30 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/112659598,https://inaturalist-open-data.s3.amazonaws.com/photos/190305148/medium.jpg,,"",,3,0,false,,"Las Palmas, ES-CN, ES",27.8179745075,-15.7722472851,244,,,,244,,open,false,,,Sar tambour,Diplodus cervinus,Zebra,Actinopterygii,49984
112659604,53e47425-8d61-40e1-acce-3b2edfeebe85,2013/09/26 8:38 AM,2013-09-26,2013-09-26 06:38:00 UTC,Madrid,2516812,tmenut,Thomas Menut,2022-04-24 12:49:04 UTC,2022-11-20 11:33:40 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/112659604,https://inaturalist-open-data.s3.amazonaws.com/photos/190305181/medium.jpg,,"",,2,0,false,,"San José, Almería, Espagne",36.7628394865,-2.0882667221,122,,,,122,,open,false,,,Horned Bream,Diplodus cervinus,Zebra,Actinopterygii,49984
112659606,a55018ae-66ab-4940-a32c-0a895371b676,2015/05/30 5:17 PM,2015-05-30,2015-05-30 15:17:00 UTC,Madrid,2516812,tmenut,Thomas Menut,2022-04-24 12:49:04 UTC,2022-11-20 11:33:39 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/112659606,https://inaturalist-open-data.s3.amazonaws.com/photos/190305194/medium.jpg,,"",,2,0,false,,"17320 Tossa de Mar, Girona, Espagne",41.7198589494,2.9423519598,61,,,,61,,open,false,,,Horned Bream,Diplodus cervinus,Zebra,Actinopterygii,49984
112659608,b367722f-754f-494e-8677-7d218b01ee36,2006/08/09 7:05 PM,2006-08-09,2006-08-09 17:05:00 UTC,Paris,2516812,tmenut,Thomas Menut,2022-04-24 12:49:05 UTC,2022-11-20 11:33:38 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/112659608,https://inaturalist-open-data.s3.amazonaws.com/photos/190305213/medium.jpg,,"",,3,0,false,,"Hérault, Languedoc-Roussillon, FR",43.5235994134,3.9308059365,61,,,,61,,open,false,,,Sar tambour,Diplodus cervinus,Zebra,Actinopterygii,49984
115124706,b6534aea-bd20-4a0b-9b9c-3e7d73799769,2022/04/23 1:04 PM,2022-04-23,2022-04-23 12:04:00 UTC,Atlantic/Canary,4988676,amaneko,Amanhuy Duque y Andrea Castro,2022-05-03 14:41:36 UTC,2022-05-04 15:34:32 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/115124706,https://inaturalist-open-data.s3.amazonaws.com/photos/194316903/medium.jpeg,,"","",3,0,false,,"Las Palmas, ES-CN, ES",28.6903383836,-14.0133523792,17,,,,17,,open,false,,,Zebra-zeebrasem,Diplodus cervinus,Zebra,Actinopterygii,49984
115637155,eefcc6ec-d932-4026-8be0-01b50054c338,2022/05/04 1:21 PM,2022-05-04,2022-05-04 12:21:00 UTC,Atlantic/Canary,4107224,dennisthediver,Dennis Rabeling,2022-05-05 22:04:11 UTC,2024-11-15 22:35:29 UTC,research,CC-BY-NC-ND,https://www.inaturalist.org/observations/115637155,https://inaturalist-open-data.s3.amazonaws.com/photos/195163223/medium.jpeg,,"","",1,0,false,,"Las Palmas, ES-CN, ES",28.9198943892,-13.6716941352,79,,,,79,,open,false,,,Horned Bream,Diplodus cervinus,Zebra,Actinopterygii,49984
115964397,3939547c-9381-48e3-b0b7-9fa9d7d1ad0a,2022/05/07 10:37 AM,2022-05-07,2022-05-07 08:37:00 UTC,Paris,3915612,sylvain_le_bris,Sylvain Le Bris,2022-05-07 20:10:43 UTC,2022-11-20 11:34:30 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/115964397,https://inaturalist-open-data.s3.amazonaws.com/photos/195712269/medium.jpg,,"","",3,0,false,,"Moyadons, Marseille, France",43.1779210468,5.368529807,37,,,,37,,open,false,,,Sar tambour,Diplodus cervinus,Zebra,Actinopterygii,49984
116250725,6c872ec1-3d76-4c41-a88b-f1b8cdfdbf79,2022/05/08 11:08 AM,2022-05-08,2022-05-08 10:08:00 UTC,Atlantic/Canary,4107224,dennisthediver,Dennis Rabeling,2022-05-09 08:42:57 UTC,2024-11-15 22:35:28 UTC,research,CC-BY-NC-ND,https://www.inaturalist.org/observations/116250725,https://inaturalist-open-data.s3.amazonaws.com/photos/196213816/medium.jpeg,,"","",3,0,false,,"Las Palmas, ES-CN, ES",28.9202691862,-13.6718059349,55,,,,55,,open,false,,,Horned Bream,Diplodus cervinus,Zebra,Actinopterygii,49984
116445798,33f39752-fb87-4c53-935e-801d01353588,2022/05/07 3:59 PM,2022-05-07,2022-05-07 14:59:00 UTC,Atlantic/Canary,4988676,amaneko,Amanhuy Duque y Andrea Castro,2022-05-10 17:33:05 UTC,2024-11-15 22:35:27 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/116445798,https://inaturalist-open-data.s3.amazonaws.com/photos/196547253/medium.jpeg,,"","",4,0,false,,"Santa Cruz de Tenerife, España",28.5785269674,-16.3196686938,31,,,,31,,open,false,,,Sargo breado,Diplodus cervinus,Zebra,Actinopterygii,49984
117304610,5ad91302-d6bf-4805-aa58-e10fe15e137b,2022/05/15 11:33 AM,2022-05-15,2022-05-15 10:33:00 UTC,Lisbon,2406081,cyberoceans,Ana Santos,2022-05-16 13:34:53 UTC,2022-11-20 11:34:31 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/117304610,https://inaturalist-open-data.s3.amazonaws.com/photos/198094637/medium.jpeg,,"",,3,0,false,,"2970 Sesimbra, Portugal",38.4375988,-9.0604956089,1978,,,,1978,,,false,,,Horned Bream,Diplodus cervinus,Zebra,Actinopterygii,49984
117308986,924aa7d0-87ab-41d8-a1b3-9680e4c98a96,2022/05/15 11:10 AM,2022-05-15,2022-05-15 10:10:00 UTC,Lisbon,2406081,cyberoceans,Ana Santos,2022-05-16 14:10:55 UTC,2022-11-20 11:34:31 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/117308986,https://inaturalist-open-data.s3.amazonaws.com/photos/198101872/medium.jpeg,,"",,3,0,false,,"2970 Sesimbra, Portugal",38.4377332177,-9.0612040154,1244,,,,1244,,,false,,,Diplodus cervinus,Diplodus cervinus,Zebra,Actinopterygii,49984
117706718,fadc9309-8d1b-4a17-89ca-87400a6b0348,2022/05/18 10:22 PM,2022-05-18,2022-05-18 21:22:00 UTC,Atlantic/Canary,4107224,dennisthediver,Dennis Rabeling,2022-05-19 09:51:33 UTC,2024-11-15 22:35:27 UTC,research,CC-BY-NC-ND,https://www.inaturalist.org/observations/117706718,https://inaturalist-open-data.s3.amazonaws.com/photos/198817112/medium.jpeg,,"",Night dive.,2,0,false,,"Las Palmas, ES-CN, ES",28.9186528553,-13.664807412,121,,,,121,,open,false,,,Horned Bream,Diplodus cervinus,Zebra,Actinopterygii,49984
118500954,4b561c53-98ea-4307-826f-5563a42c63f2,2022-01-11,2022-01-11,,Atlantic/Canary,4848507,mirela88,Mirela,2022-05-24 11:42:39 UTC,2022-05-25 23:59:16 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/118500954,https://inaturalist-open-data.s3.amazonaws.com/photos/200223610/medium.jpeg,,"",,3,0,false,2,Puerto del Carmen,28.9187080746,-13.6621357128,2511,,,,2511,,open,false,gps,gps,Zebra-zeebrasem,Diplodus cervinus,Zebra,Actinopterygii,49984
119259283,f4e67bd8-69bc-45e1-bb98-0573009b2063,2022/05/26 13:22,2022-05-26,2022-05-26 12:22:00 UTC,Atlantic/Canary,4107224,dennisthediver,Dennis Rabeling,2022-05-29 16:06:58 UTC,2024-11-15 22:35:25 UTC,research,CC-BY-NC-ND,https://www.inaturalist.org/observations/119259283,https://inaturalist-open-data.s3.amazonaws.com/photos/201579965/medium.jpeg,,"","",1,0,false,,"Las Palmas, ES-CN, ES",28.9187239423,-13.6646867851,91,,,,91,,open,false,,,Horned Bream,Diplodus cervinus,Zebra,Actinopterygii,49984
119583562,99cd62ce-56dc-4c0b-b6be-1a6ce5c6d6b8,2022-05-31 12:35:47,2022-05-31,2022-05-31 11:35:47 UTC,Atlantic/Canary,816774,charlottekirchner,Charlotte Kirchner,2022-05-31 13:37:15 UTC,2024-11-15 22:35:24 UTC,research,CC-BY,https://www.inaturalist.org/observations/119583562,https://inaturalist-open-data.s3.amazonaws.com/photos/202168890/medium.jpeg,,"",,3,0,false,2,Spanien,28.264025,-16.841625,,,,,,,open,false,gps,gps,Horned Bream,Diplodus cervinus,Zebra,Actinopterygii,49984
120018635,9dcf04e8-0a84-4b2b-b61e-4aeb144353c0,2022/06/03 9:18 AM,2022-06-03,2022-06-03 08:18:00 UTC,Atlantic/Canary,4988676,amaneko,Amanhuy Duque y Andrea Castro,2022-06-03 15:04:14 UTC,2024-11-15 22:35:25 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/120018635,https://inaturalist-open-data.s3.amazonaws.com/photos/202935335/medium.jpeg,,"","",3,0,false,,"Las Palmas, ES-CN, ES",28.140926397,-15.4367131509,8,,,,8,,open,false,,,Sargo breado,Diplodus cervinus,Zebra,Actinopterygii,49984
120141676,f691d226-13ee-453f-ac1b-e8658cd8abdf,2022/05/30 13:37,2022-05-30,2022-05-30 12:37:00 UTC,Atlantic/Canary,5223969,scuba_adrie,Adrie Rolloos,2022-06-04 12:11:04 UTC,2024-11-15 22:35:23 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/120141676,https://inaturalist-open-data.s3.amazonaws.com/photos/203169795/medium.jpg,,"",,3,0,false,,La Graciosa,29.2373155036,-13.4827803961,970,,,,970,,open,false,,,Zebra-zeebrasem,Diplodus cervinus,Zebra,Actinopterygii,49984
120195426,2755f12c-838f-4184-8cc3-b8e03a0a9c52,2022/06/04 10:20,2022-06-04,2022-06-04 08:20:00 UTC,Paris,3915612,sylvain_le_bris,Sylvain Le Bris,2022-06-04 18:05:55 UTC,2022-11-20 11:34:32 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/120195426,https://inaturalist-open-data.s3.amazonaws.com/photos/203258518/medium.jpg,,"","",2,0,false,,"Jarre, Marseille, France",43.1968730036,5.3618726134,23,,,,23,,open,false,,,Horned Bream,Diplodus cervinus,Zebra,Actinopterygii,49984
120417045,92f37e3a-742f-4c1b-90fc-b5860c9bf719,2022/06/04 12:58 PM,2022-06-04,2022-06-04 11:58:00 UTC,Atlantic/Canary,4988676,amaneko,Amanhuy Duque y Andrea Castro,2022-06-05 22:14:54 UTC,2024-11-15 22:35:22 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/120417045,https://inaturalist-open-data.s3.amazonaws.com/photos/203655044/medium.jpg,,"",,3,0,false,,"Las Palmas, ES-CN, ES",28.1412804474,-15.4366839636,30,,,,30,,open,false,,,Sargo breado,Diplodus cervinus,Zebra,Actinopterygii,49984
120554758,6e74328b-3715-4993-9a42-d2a7049d75a1,2022/06/05 10:56 AM,2022-06-05,2022-06-05 09:56:00 UTC,Lisbon,2406081,cyberoceans,Ana Santos,2022-06-06 18:57:05 UTC,2022-11-20 11:34:33 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/120554758,https://inaturalist-open-data.s3.amazonaws.com/photos/203912293/medium.jpeg,,"",,3,0,false,,"2970 Sesimbra, Portugal",38.4322891649,-9.1197495872,1574,,,,1574,,,false,,,Horned Bream,Diplodus cervinus,Zebra,Actinopterygii,49984
120800274,5d0168d2-1797-4ef9-b302-46a37890de3f,2009-02-20 15:36:33,2009-02-20,2009-02-20 15:36:33 UTC,Atlantic/Canary,5524246,marekkoszorek,Marek Koszorek,2022-06-08 12:05:18 UTC,2022-06-09 21:06:46 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/120800274,https://inaturalist-open-data.s3.amazonaws.com/photos/204355376/medium.jpeg,,"",,3,0,false,2,Spain,28.9194121054,-13.6712284014,188,,,,188,,open,false,gps,gps,Zebra-zeebrasem,Diplodus cervinus,Zebra,Actinopterygii,49984
120869433,152ac357-683a-4ea9-90f3-ddbbbb66f7f0,2022-06-08 18:49:04,2022-06-08,2022-06-08 17:49:04 UTC,Atlantic/Canary,4848507,mirela88,Mirela,2022-06-08 21:09:08 UTC,2024-11-15 22:35:21 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/120869433,https://inaturalist-open-data.s3.amazonaws.com/photos/204477807/medium.jpeg,,"",,3,0,false,2,Hiszpania,28.9183118901,-13.668868728,1117,,,,1117,,open,false,gps,gps,zebryl,Diplodus cervinus,Zebra,Actinopterygii,49984
121913453,fc1e4b10-7442-4b5c-804c-40f6d4fee0ab,2022/06/14 3:16 PM,2022-06-14,2022-06-14 14:16:00 UTC,Atlantic/Canary,2371839,gabohq,"",2022-06-15 19:19:22 UTC,2024-11-15 22:35:20 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/121913453,https://inaturalist-open-data.s3.amazonaws.com/photos/206347012/medium.jpeg,,"","",3,0,false,,"Santa Cruz de Tenerife, ES-CN, ES",27.8238287505,-17.8951862183,4,,,,4,,open,false,,,Diplodus cervinus,Diplodus cervinus,Zebra,Actinopterygii,49984
121923398,a87a69f1-6514-4b6d-ae78-5e024149d917,2022/06/15 15:02,2022-06-15,2022-06-15 13:02:00 UTC,Paris,3915612,sylvain_le_bris,Sylvain Le Bris,2022-06-15 20:34:39 UTC,2022-11-20 11:34:34 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/121923398,https://inaturalist-open-data.s3.amazonaws.com/photos/206371469/medium.jpg,,"","",3,0,false,,"Moyadons, Marseille, France",43.1779640815,5.3685432068,31,,,,31,,open,false,,,Sar tambour,Diplodus cervinus,Zebra,Actinopterygii,49984
121936591,db62953c-077c-4c06-9c1c-ef393f20f1b3,2022/06/14 10:45,2022-06-14,2022-06-14 09:45:00 UTC,Atlantic/Canary,4107224,dennisthediver,Dennis Rabeling,2022-06-15 22:19:08 UTC,2023-05-26 13:22:46 UTC,research,CC-BY-NC-ND,https://www.inaturalist.org/observations/121936591,https://inaturalist-open-data.s3.amazonaws.com/photos/206392236/medium.jpeg,,"","Sorry for some bad photos in between this series of sightings.

I went for a day over to dive at Morro Jable.

I tried to map as many species as possible.

Surprisingly for me, I was overwhelmed with a lot of life.",3,0,false,,"Las Palmas, ES-CN, ES",28.0425048768,-14.3300212027,523,,,,523,,open,false,,,Horned Bream,Diplodus cervinus,Zebra,Actinopterygii,49984
